#Entity   GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        
ID                                                                                                             
GPU 0     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.879        0.141        0.061        0.007        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.161        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.161        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.161        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.161        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 4     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 0     100               0                 0.997        0.160        0.069        0.008        0.000        
GPU 1     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 2     0                 0                 0.000        0.000        0.000        0.000        0.000        
GPU 3     0                 0                 0.000        0.000        0.000        0.000        0.000        
